dataset_role,source,normalization_mode,threshold,session,detected_observations,stable_inlier_observations,stable_inlier_accepted,stable_inlier_acceptance_rate,outlier_observations,outlier_rejected,outlier_rejection_rate,partial_observations,partial_rejected,partial_rejection_rate,accepted_outliers,max_abs_vz_mps,p99_abs_vz_mps,occlusion_events,events_track_expired,events_reacquired,mean_reacquisition_delay_frames,max_reacquisition_delay_frames,decision
development,Experimental_results/2026-08-11_observation_replay.csv,raw_ground_distance,2000.0,shield_z1.3m,120,58,57,0.9827586206896551,23,23,1.0,17,8,0.47058823529411764,0,0.21154701709747314,0.07012779116630552,2,2,2,3.0,3,PASS
development,Experimental_results/2026-08-11_observation_replay.csv,raw_ground_distance,2503.678448310634,shield_z1.3m,120,58,57,0.9827586206896551,23,23,1.0,17,8,0.47058823529411764,0,0.21154701709747314,0.07012779116630552,2,2,2,3.0,3,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,forward_z,1800.0,x0.0m_z0.8m_20260818_162139_642,161,161,160,0.9937888198757764,0,0,nan,0,0,nan,0,0.03219517692923546,0.025010214019566764,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,forward_z,2000.0,x0.0m_z0.8m_20260818_162139_642,161,161,160,0.9937888198757764,0,0,nan,0,0,nan,0,0.03219517692923546,0.025010214019566764,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,forward_z,2503.678448310634,x0.0m_z0.8m_20260818_162139_642,161,161,160,0.9937888198757764,0,0,nan,0,0,nan,0,0.03219517692923546,0.025010214019566764,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,calibrated_ground_distance,1800.0,x0.0m_z0.8m_20260818_162139_642,161,161,160,0.9937888198757764,0,0,nan,0,0,nan,0,0.03219517692923546,0.025010214019566764,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,calibrated_ground_distance,2000.0,x0.0m_z0.8m_20260818_162139_642,161,161,160,0.9937888198757764,0,0,nan,0,0,nan,0,0.03219517692923546,0.025010214019566764,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,calibrated_ground_distance,2503.678448310634,x0.0m_z0.8m_20260818_162139_642,161,161,160,0.9937888198757764,0,0,nan,0,0,nan,0,0.03219517692923546,0.025010214019566764,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,raw_ground_distance,1800.0,x0.0m_z0.8m_20260818_162139_642,161,161,160,0.9937888198757764,0,0,nan,0,0,nan,0,0.03219517692923546,0.025010214019566764,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,raw_ground_distance,2000.0,x0.0m_z0.8m_20260818_162139_642,161,161,160,0.9937888198757764,0,0,nan,0,0,nan,0,0.03219517692923546,0.025010214019566764,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,raw_ground_distance,2503.678448310634,x0.0m_z0.8m_20260818_162139_642,161,161,160,0.9937888198757764,0,0,nan,0,0,nan,0,0.03219517692923546,0.025010214019566764,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,forward_z,1800.0,x0.0m_z1.0m_20260818_162224_840,169,169,168,0.9940828402366864,0,0,nan,0,0,nan,0,0.026754165068268776,0.026187250223010786,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,forward_z,2000.0,x0.0m_z1.0m_20260818_162224_840,169,169,168,0.9940828402366864,0,0,nan,0,0,nan,0,0.026754165068268776,0.026187250223010786,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,forward_z,2503.678448310634,x0.0m_z1.0m_20260818_162224_840,169,169,168,0.9940828402366864,0,0,nan,0,0,nan,0,0.026754165068268776,0.026187250223010786,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,calibrated_ground_distance,1800.0,x0.0m_z1.0m_20260818_162224_840,169,169,168,0.9940828402366864,0,0,nan,0,0,nan,0,0.026754165068268776,0.026187250223010786,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,calibrated_ground_distance,2000.0,x0.0m_z1.0m_20260818_162224_840,169,169,168,0.9940828402366864,0,0,nan,0,0,nan,0,0.026754165068268776,0.026187250223010786,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,calibrated_ground_distance,2503.678448310634,x0.0m_z1.0m_20260818_162224_840,169,169,168,0.9940828402366864,0,0,nan,0,0,nan,0,0.026754165068268776,0.026187250223010786,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,raw_ground_distance,1800.0,x0.0m_z1.0m_20260818_162224_840,169,169,168,0.9940828402366864,0,0,nan,0,0,nan,0,0.026754165068268776,0.026187250223010786,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,raw_ground_distance,2000.0,x0.0m_z1.0m_20260818_162224_840,169,169,168,0.9940828402366864,0,0,nan,0,0,nan,0,0.026754165068268776,0.026187250223010786,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,raw_ground_distance,2503.678448310634,x0.0m_z1.0m_20260818_162224_840,169,169,168,0.9940828402366864,0,0,nan,0,0,nan,0,0.026754165068268776,0.026187250223010786,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,forward_z,1800.0,x0.0m_z1.3m_20260818_162247_135,173,173,172,0.9942196531791907,0,0,nan,0,0,nan,0,0.019548336043953896,0.01045422140508889,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,forward_z,2000.0,x0.0m_z1.3m_20260818_162247_135,173,173,172,0.9942196531791907,0,0,nan,0,0,nan,0,0.019548336043953896,0.01045422140508889,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,forward_z,2503.678448310634,x0.0m_z1.3m_20260818_162247_135,173,173,172,0.9942196531791907,0,0,nan,0,0,nan,0,0.019548336043953896,0.01045422140508889,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,calibrated_ground_distance,1800.0,x0.0m_z1.3m_20260818_162247_135,173,173,172,0.9942196531791907,0,0,nan,0,0,nan,0,0.019548336043953896,0.01045422140508889,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,calibrated_ground_distance,2000.0,x0.0m_z1.3m_20260818_162247_135,173,173,172,0.9942196531791907,0,0,nan,0,0,nan,0,0.019548336043953896,0.01045422140508889,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,calibrated_ground_distance,2503.678448310634,x0.0m_z1.3m_20260818_162247_135,173,173,172,0.9942196531791907,0,0,nan,0,0,nan,0,0.019548336043953896,0.01045422140508889,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,raw_ground_distance,1800.0,x0.0m_z1.3m_20260818_162247_135,173,173,172,0.9942196531791907,0,0,nan,0,0,nan,0,0.019548336043953896,0.01045422140508889,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,raw_ground_distance,2000.0,x0.0m_z1.3m_20260818_162247_135,173,173,172,0.9942196531791907,0,0,nan,0,0,nan,0,0.019548336043953896,0.01045422140508889,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_distance_comparison_old_observation_replay.csv,raw_ground_distance,2503.678448310634,x0.0m_z1.3m_20260818_162247_135,173,173,172,0.9942196531791907,0,0,nan,0,0,nan,0,0.019548336043953896,0.01045422140508889,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,1800.0,static_center_z1p00_r01_20260818_164807_727,834,834,833,0.9988009592326139,0,0,nan,0,0,nan,0,0.019115036353468895,0.010399572588503329,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2000.0,static_center_z1p00_r01_20260818_164807_727,834,834,833,0.9988009592326139,0,0,nan,0,0,nan,0,0.019115036353468895,0.010399572588503329,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2503.678448310634,static_center_z1p00_r01_20260818_164807_727,834,834,833,0.9988009592326139,0,0,nan,0,0,nan,0,0.019115036353468895,0.010399572588503329,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,1800.0,static_center_z1p00_r01_20260818_164807_727,834,834,833,0.9988009592326139,0,0,nan,0,0,nan,0,0.019115036353468895,0.010399572588503329,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2000.0,static_center_z1p00_r01_20260818_164807_727,834,834,833,0.9988009592326139,0,0,nan,0,0,nan,0,0.019115036353468895,0.010399572588503329,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2503.678448310634,static_center_z1p00_r01_20260818_164807_727,834,834,833,0.9988009592326139,0,0,nan,0,0,nan,0,0.019115036353468895,0.010399572588503329,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,1800.0,static_center_z1p00_r01_20260818_164807_727,834,834,833,0.9988009592326139,0,0,nan,0,0,nan,0,0.019115036353468895,0.010399572588503329,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2000.0,static_center_z1p00_r01_20260818_164807_727,834,834,833,0.9988009592326139,0,0,nan,0,0,nan,0,0.019115036353468895,0.010399572588503329,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2503.678448310634,static_center_z1p00_r01_20260818_164807_727,834,834,833,0.9988009592326139,0,0,nan,0,0,nan,0,0.019115036353468895,0.010399572588503329,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,1800.0,static_center_z1p00_r02_20260818_164908_140,815,815,814,0.9987730061349693,0,0,nan,0,0,nan,0,0.007091390900313854,0.004783603171817959,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2000.0,static_center_z1p00_r02_20260818_164908_140,815,815,814,0.9987730061349693,0,0,nan,0,0,nan,0,0.007091390900313854,0.004783603171817959,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2503.678448310634,static_center_z1p00_r02_20260818_164908_140,815,815,814,0.9987730061349693,0,0,nan,0,0,nan,0,0.007091390900313854,0.004783603171817959,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,1800.0,static_center_z1p00_r02_20260818_164908_140,815,815,814,0.9987730061349693,0,0,nan,0,0,nan,0,0.007091390900313854,0.004783603171817959,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2000.0,static_center_z1p00_r02_20260818_164908_140,815,815,814,0.9987730061349693,0,0,nan,0,0,nan,0,0.007091390900313854,0.004783603171817959,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2503.678448310634,static_center_z1p00_r02_20260818_164908_140,815,815,814,0.9987730061349693,0,0,nan,0,0,nan,0,0.007091390900313854,0.004783603171817959,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,1800.0,static_center_z1p00_r02_20260818_164908_140,815,815,814,0.9987730061349693,0,0,nan,0,0,nan,0,0.007091390900313854,0.004783603171817959,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2000.0,static_center_z1p00_r02_20260818_164908_140,815,815,814,0.9987730061349693,0,0,nan,0,0,nan,0,0.007091390900313854,0.004783603171817959,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2503.678448310634,static_center_z1p00_r02_20260818_164908_140,815,815,814,0.9987730061349693,0,0,nan,0,0,nan,0,0.007091390900313854,0.004783603171817959,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,1800.0,static_center_z1p00_r03_20260818_164956_525,878,878,877,0.9988610478359908,0,0,nan,0,0,nan,0,0.016027946025133133,0.004046182967722417,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2000.0,static_center_z1p00_r03_20260818_164956_525,878,878,877,0.9988610478359908,0,0,nan,0,0,nan,0,0.016027946025133133,0.004046182967722417,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2503.678448310634,static_center_z1p00_r03_20260818_164956_525,878,878,877,0.9988610478359908,0,0,nan,0,0,nan,0,0.016027946025133133,0.004046182967722417,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,1800.0,static_center_z1p00_r03_20260818_164956_525,878,878,877,0.9988610478359908,0,0,nan,0,0,nan,0,0.016027946025133133,0.004046182967722417,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2000.0,static_center_z1p00_r03_20260818_164956_525,878,878,877,0.9988610478359908,0,0,nan,0,0,nan,0,0.016027946025133133,0.004046182967722417,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2503.678448310634,static_center_z1p00_r03_20260818_164956_525,878,878,877,0.9988610478359908,0,0,nan,0,0,nan,0,0.016027946025133133,0.004046182967722417,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,1800.0,static_center_z1p00_r03_20260818_164956_525,878,878,877,0.9988610478359908,0,0,nan,0,0,nan,0,0.016027946025133133,0.004046182967722417,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2000.0,static_center_z1p00_r03_20260818_164956_525,878,878,877,0.9988610478359908,0,0,nan,0,0,nan,0,0.016027946025133133,0.004046182967722417,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2503.678448310634,static_center_z1p00_r03_20260818_164956_525,878,878,877,0.9988610478359908,0,0,nan,0,0,nan,0,0.016027946025133133,0.004046182967722417,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,1800.0,static_left_xm0p40_z1p00_r01_20260818_165339_551,529,529,528,0.998109640831758,0,0,nan,0,0,nan,0,0.1016608402132988,0.05986523233354092,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2000.0,static_left_xm0p40_z1p00_r01_20260818_165339_551,529,529,528,0.998109640831758,0,0,nan,0,0,nan,0,0.1016608402132988,0.05986523233354092,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2503.678448310634,static_left_xm0p40_z1p00_r01_20260818_165339_551,529,529,0,0.0,0,0,nan,0,0,nan,0,nan,nan,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,1800.0,static_left_xm0p40_z1p00_r01_20260818_165339_551,529,529,528,0.998109640831758,0,0,nan,0,0,nan,0,0.1016608402132988,0.05986523233354092,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2000.0,static_left_xm0p40_z1p00_r01_20260818_165339_551,529,529,528,0.998109640831758,0,0,nan,0,0,nan,0,0.1016608402132988,0.05986523233354092,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2503.678448310634,static_left_xm0p40_z1p00_r01_20260818_165339_551,529,529,0,0.0,0,0,nan,0,0,nan,0,nan,nan,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,1800.0,static_left_xm0p40_z1p00_r01_20260818_165339_551,529,529,528,0.998109640831758,0,0,nan,0,0,nan,0,0.1016608402132988,0.05986523233354092,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2000.0,static_left_xm0p40_z1p00_r01_20260818_165339_551,529,529,528,0.998109640831758,0,0,nan,0,0,nan,0,0.1016608402132988,0.05986523233354092,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2503.678448310634,static_left_xm0p40_z1p00_r01_20260818_165339_551,529,529,528,0.998109640831758,0,0,nan,0,0,nan,0,0.1016608402132988,0.05986523233354092,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,1800.0,static_right_xp0p40_z1p00_r01_20260818_165227_107,559,559,558,0.998211091234347,0,0,nan,0,0,nan,0,0.02376645617187023,0.016622839123010588,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2000.0,static_right_xp0p40_z1p00_r01_20260818_165227_107,559,559,558,0.998211091234347,0,0,nan,0,0,nan,0,0.02376645617187023,0.016622839123010588,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2503.678448310634,static_right_xp0p40_z1p00_r01_20260818_165227_107,559,559,558,0.998211091234347,0,0,nan,0,0,nan,0,0.02376645617187023,0.016622839123010588,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,1800.0,static_right_xp0p40_z1p00_r01_20260818_165227_107,559,559,558,0.998211091234347,0,0,nan,0,0,nan,0,0.02376645617187023,0.016622839123010588,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2000.0,static_right_xp0p40_z1p00_r01_20260818_165227_107,559,559,558,0.998211091234347,0,0,nan,0,0,nan,0,0.02376645617187023,0.016622839123010588,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2503.678448310634,static_right_xp0p40_z1p00_r01_20260818_165227_107,559,559,558,0.998211091234347,0,0,nan,0,0,nan,0,0.02376645617187023,0.016622839123010588,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,1800.0,static_right_xp0p40_z1p00_r01_20260818_165227_107,559,559,558,0.998211091234347,0,0,nan,0,0,nan,0,0.02376645617187023,0.016622839123010588,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2000.0,static_right_xp0p40_z1p00_r01_20260818_165227_107,559,559,558,0.998211091234347,0,0,nan,0,0,nan,0,0.02376645617187023,0.016622839123010588,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2503.678448310634,static_right_xp0p40_z1p00_r01_20260818_165227_107,559,559,558,0.998211091234347,0,0,nan,0,0,nan,0,0.02376645617187023,0.016622839123010588,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,1800.0,x-0.4mz1.0m_1_20260825_132457_315,590,590,508,0.8610169491525423,0,0,nan,0,0,nan,0,0.05515821650624275,0.02811648823320858,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2000.0,x-0.4mz1.0m_1_20260825_132457_315,590,590,0,0.0,0,0,nan,0,0,nan,0,nan,nan,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2503.678448310634,x-0.4mz1.0m_1_20260825_132457_315,590,590,0,0.0,0,0,nan,0,0,nan,0,nan,nan,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,1800.0,x-0.4mz1.0m_1_20260825_132457_315,590,590,539,0.9135593220338983,0,0,nan,0,0,nan,0,0.05515821650624275,0.02884484149515622,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2000.0,x-0.4mz1.0m_1_20260825_132457_315,590,590,508,0.8610169491525423,0,0,nan,0,0,nan,0,0.05515821650624275,0.02811648823320858,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2503.678448310634,x-0.4mz1.0m_1_20260825_132457_315,590,590,0,0.0,0,0,nan,0,0,nan,0,nan,nan,0,0,0,nan,nan,FAIL
