dataset_role,source,normalization_mode,threshold,session,detected_observations,stable_inlier_observations,stable_inlier_accepted,stable_inlier_acceptance_rate,outlier_observations,outlier_rejected,outlier_rejection_rate,partial_observations,partial_rejected,partial_rejection_rate,accepted_outliers,max_abs_vz_mps,p99_abs_vz_mps,occlusion_events,events_track_expired,events_reacquired,mean_reacquisition_delay_frames,max_reacquisition_delay_frames,decision
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,forward_z,2000.0,x0.0mz0.8m_4_kyuubasyo_20260825_141945_844,313,313,312,0.9968051118210862,0,0,nan,0,0,nan,0,0.011255861259996891,0.009076729835942383,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,forward_z,2503.678448310634,x0.0mz0.8m_4_kyuubasyo_20260825_141945_844,313,313,312,0.9968051118210862,0,0,nan,0,0,nan,0,0.011255861259996891,0.009076729835942383,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,calibrated_ground_distance,1800.0,x0.0mz0.8m_4_kyuubasyo_20260825_141945_844,313,313,312,0.9968051118210862,0,0,nan,0,0,nan,0,0.011255861259996891,0.009076729835942383,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,calibrated_ground_distance,2000.0,x0.0mz0.8m_4_kyuubasyo_20260825_141945_844,313,313,312,0.9968051118210862,0,0,nan,0,0,nan,0,0.011255861259996891,0.009076729835942383,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,calibrated_ground_distance,2503.678448310634,x0.0mz0.8m_4_kyuubasyo_20260825_141945_844,313,313,312,0.9968051118210862,0,0,nan,0,0,nan,0,0.011255861259996891,0.009076729835942383,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,raw_ground_distance,1800.0,x0.0mz0.8m_4_kyuubasyo_20260825_141945_844,313,313,312,0.9968051118210862,0,0,nan,0,0,nan,0,0.011255861259996891,0.009076729835942383,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,raw_ground_distance,2000.0,x0.0mz0.8m_4_kyuubasyo_20260825_141945_844,313,313,312,0.9968051118210862,0,0,nan,0,0,nan,0,0.011255861259996891,0.009076729835942383,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,raw_ground_distance,2503.678448310634,x0.0mz0.8m_4_kyuubasyo_20260825_141945_844,313,313,312,0.9968051118210862,0,0,nan,0,0,nan,0,0.011255861259996891,0.009076729835942383,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,forward_z,1800.0,x0.4mz1.0m_4_20260825_141730_883,328,328,327,0.9969512195121951,0,0,nan,0,0,nan,0,0.055393341928720474,0.04201785244047644,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,forward_z,2000.0,x0.4mz1.0m_4_20260825_141730_883,328,328,327,0.9969512195121951,0,0,nan,0,0,nan,0,0.055393341928720474,0.04201785244047644,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,forward_z,2503.678448310634,x0.4mz1.0m_4_20260825_141730_883,328,328,0,0.0,0,0,nan,0,0,nan,0,nan,nan,0,0,0,nan,nan,FAIL
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,calibrated_ground_distance,1800.0,x0.4mz1.0m_4_20260825_141730_883,328,328,327,0.9969512195121951,0,0,nan,0,0,nan,0,0.055393341928720474,0.04201785244047644,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,calibrated_ground_distance,2000.0,x0.4mz1.0m_4_20260825_141730_883,328,328,327,0.9969512195121951,0,0,nan,0,0,nan,0,0.055393341928720474,0.04201785244047644,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,calibrated_ground_distance,2503.678448310634,x0.4mz1.0m_4_20260825_141730_883,328,328,318,0.9695121951219512,0,0,nan,0,0,nan,0,0.09090954810380936,0.055375937074422836,0,0,0,nan,nan,FAIL
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,raw_ground_distance,1800.0,x0.4mz1.0m_4_20260825_141730_883,328,328,327,0.9969512195121951,0,0,nan,0,0,nan,0,0.055393341928720474,0.04201785244047644,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,raw_ground_distance,2000.0,x0.4mz1.0m_4_20260825_141730_883,328,328,327,0.9969512195121951,0,0,nan,0,0,nan,0,0.055393341928720474,0.04201785244047644,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,raw_ground_distance,2503.678448310634,x0.4mz1.0m_4_20260825_141730_883,328,328,327,0.9969512195121951,0,0,nan,0,0,nan,0,0.055393341928720474,0.04201785244047644,0,0,0,nan,nan,PASS
