collision_ffb_sequence,collision_ffb_publish_enabled,collision_ffb_publish_success,collision_ffb_risk_level,collision_ffb_active,collision_ffb_requested_magnitude,collision_ffb_pattern,collision_ffb_reason,collision_ffb_publish_error,collision_ffb_challenge_received_count,collision_ffb_challenge_age_sec,collision_ffb_challenge_session_id,collision_ffb_challenge_token,source_frame,source_time_sec,send_monotonic_sec,elapsed_sec
574,1,1,CLEAR,0,0.0,off,no_alert,,1228,0.016005290000975947,7826491368805603054,33855,575,19.151129,14229.192449861,24.600891041000068
575,1,1,CLEAR,0,0.0,off,no_alert,,1230,0.01013515199883841,7826491368805603054,33857,576,19.182957,14229.226626416,24.635067596000226
576,1,1,CLEAR,0,0.0,off,no_alert,,1232,0.00402682999992976,7826491368805603054,33859,577,19.215832,14229.260872237,24.669313417000012
577,1,1,CLEAR,0,0.0,off,no_alert,,1233,0.018249930999445496,7826491368805603054,33860,578,19.251146,14229.295284744,24.703725923998718
578,1,1,CLEAR,0,0.0,off,no_alert,,1235,0.013444429998344276,7826491368805603054,33862,579,19.282441,14229.329944309,24.738385488999484
579,1,1,CLEAR,0,0.0,off,no_alert,,1237,0.007873223001297447,7826491368805603054,33864,580,19.315461,14229.364290847,24.77273202699871
580,1,1,CLEAR,0,0.0,off,no_alert,,1239,0.0020935760003339965,7826491368805603054,33866,581,19.349591,14229.398216332,24.80665751199922
581,1,1,CLEAR,0,0.0,off,no_alert,,1240,0.012784478998582927,7826491368805603054,33867,582,19.384135,14229.432153826,24.840595005998694
582,1,1,CLEAR,0,0.0,off,no_alert,,1242,0.009485087999564712,7826491368805603054,33869,583,19.417622,14229.466091386,24.874532566000198
583,1,1,CLEAR,0,0.0,off,no_alert,,1244,0.003544248000252992,7826491368805603054,33871,584,19.453239,14229.500064799,24.90850597899953
584,1,1,CLEAR,0,0.0,off,no_alert,,1245,0.017213238999829628,7826491368805603054,33872,585,19.48567,14229.533987513,24.942428692998874
585,1,1,CLEAR,0,0.0,off,no_alert,,1247,0.010387358999651042,7826491368805603054,33874,586,19.517248,14229.568061252,24.976502431998597
586,1,1,CLEAR,0,0.0,off,no_alert,,1249,0.0052384119990165345,7826491368805603054,33876,587,19.553885,14229.60197838,25.01041955999972
587,1,1,CLEAR,0,0.0,off,no_alert,,1250,0.019559336999009247,7826491368805603054,33877,588,19.58484,14229.636055079,25.04449625899906
588,1,1,CLEAR,0,0.0,off,no_alert,,1252,0.013680319001650787,7826491368805603054,33879,589,19.617963,14229.670163475,25.078604655000163
589,1,1,CLEAR,0,0.0,off,no_alert,,1254,0.007756873999824165,7826491368805603054,33881,590,19.654016,14229.70412013,25.112561309999364
590,1,1,CLEAR,0,0.0,off,no_alert,,1256,0.0011746929994842503,7826491368805603054,33883,591,19.683621,14229.738078914,25.146520094000152
591,1,1,CLEAR,0,0.0,off,no_alert,,1257,0.015605470000082278,7826491368805603054,33884,592,19.717953,14229.772114025,25.18055520499911
592,1,1,CLEAR,0,0.0,off,no_alert,,1259,0.009626650000427617,7826491368805603054,33886,593,19.749523,14229.806129364,25.2145705439998
593,1,1,CLEAR,0,0.0,off,no_alert,,1261,0.003805844999078545,7826491368805603054,33888,594,19.783148,14229.840081327,25.248522506999507
594,1,1,CLEAR,0,0.0,off,no_alert,,1262,0.01766411799872003,7826491368805603054,33889,595,19.817793,14229.874202342,25.28264352199949
595,1,1,CLEAR,0,0.0,off,no_alert,,1264,0.011848276999444352,7826491368805603054,33891,596,19.853561,14229.908149823,25.316591003000212
596,1,1,CLEAR,0,0.0,off,no_alert,,1266,0.0059915589990851,7826491368805603054,33893,597,19.882064,14229.942224947,25.350666127000295
597,1,1,CLEAR,0,0.0,off,no_alert,,1267,0.01960670799962827,7826491368805603054,33894,598,19.918464,14229.976306303,25.384747482999956
598,1,1,CLEAR,0,0.0,off,no_alert,,1269,0.01404764300059469,7826491368805603054,33896,599,19.952813,14230.010376895,25.418818074998853
599,1,1,CLEAR,0,0.0,off,no_alert,,1271,0.007527561998358578,7826491368805603054,33898,600,19.98556,14230.044454139,25.452895319000163
600,1,1,CLEAR,0,0.0,off,no_alert,,1273,0.0020704630005639046,7826491368805603054,33900,601,20.020023,14230.078733439,25.487174619000143
601,1,1,CLEAR,0,0.0,off,no_alert,,1274,0.01659921299869893,7826491368805603054,33901,602,20.054107,14230.112780679,25.521221858998615
602,1,1,CLEAR,0,0.0,off,no_alert,,1276,0.009876168000118923,7826491368805603054,33903,603,20.087271,14230.146687556,25.55512873599946
603,1,1,CLEAR,0,0.0,off,no_alert,,1278,0.003558913000233588,7826491368805603054,33905,604,20.117666,14230.180780939,25.589222118998805
604,1,1,CLEAR,0,0.0,off,no_alert,,1279,0.018391790999885416,7826491368805603054,33906,605,20.154682,14230.214690133,25.62313131299925
605,1,1,CLEAR,0,0.0,off,no_alert,,1281,0.012505627999416902,7826491368805603054,33908,606,20.185458,14230.248668527,25.65710970699911
606,1,1,CLEAR,0,0.0,off,no_alert,,1283,0.006208716000401182,7826491368805603054,33910,607,20.218356,14230.282791505,25.691232684999704
607,1,1,CLEAR,0,0.0,off,no_alert,,1285,0.0006113350009400165,7826491368805603054,33912,608,20.25259,14230.317874944,25.726316123998913
608,1,1,CLEAR,0,0.0,off,no_alert,,1286,0.01458480499968573,7826491368805603054,33913,609,20.283822,14230.351950993,25.760392172998763
609,1,1,CLEAR,0,0.0,off,no_alert,,1288,0.008984824000435765,7826491368805603054,33915,610,20.31601,14230.386144326,25.79458550599884
610,1,1,CLEAR,0,0.0,off,no_alert,,1290,0.003844924000077299,7826491368805603054,33917,611,20.352874,14230.420435627,25.828876806999688
611,1,1,CLEAR,0,0.0,off,no_alert,,1291,0.018507008999222307,7826491368805603054,33918,612,20.383729,14230.454508792,25.862949971999114
612,1,1,CLEAR,0,0.0,off,no_alert,,1293,0.011941077000301448,7826491368805603054,33920,613,20.417977,14230.488589198,25.897030377998817
613,1,1,CLEAR,0,0.0,off,no_alert,,1295,0.00649037400035013,7826491368805603054,33922,614,20.453375,14230.522683606,25.93112478599869
614,1,1,CLEAR,0,0.0,off,no_alert,,1297,0.0003221629995096009,7826491368805603054,33924,615,20.485412,14230.556949639,25.965390818999367
615,1,1,CLEAR,0,0.0,off,no_alert,,1298,0.011628545998974005,7826491368805603054,33925,616,20.517055,14230.590794572,25.99923575199864
616,1,1,CLEAR,0,0.0,off,no_alert,,1300,0.008942047999880742,7826491368805603054,33927,617,20.556759,14230.625170433,26.033611613000176
617,1,1,CLEAR,0,0.0,off,no_alert,,1302,0.0023372600007860456,7826491368805603054,33929,618,20.586473,14230.659551215,26.067992394999237
618,1,1,CLEAR,0,0.0,off,no_alert,,1303,0.017679497001154232,7826491368805603054,33930,619,20.626496,14230.693977697,26.102418876998854
619,1,1,CLEAR,0,0.0,off,no_alert,,1305,0.011844049999126582,7826491368805603054,33932,620,20.659532,14230.728374443,26.136815623000075
620,1,1,CLEAR,0,0.0,off,no_alert,,1307,0.005111471999043715,7826491368805603054,33934,621,20.687879,14230.762511935,26.170953114999065
621,1,1,CLEAR,0,0.0,off,no_alert,,1309,0.0005411680012912257,7826491368805603054,33936,622,20.721039,14230.79683576,26.20527693999975
622,1,1,CLEAR,0,0.0,off,no_alert,,1310,0.014253105999159743,7826491368805603054,33937,623,20.757572,14230.830880747,26.239321926999764
623,1,1,CLEAR,0,0.0,off,no_alert,,1312,0.007920873000330175,7826491368805603054,33939,624,20.785805,14230.864968286,26.273409465999066
624,1,1,CLEAR,0,0.0,off,no_alert,,1314,0.002572027000496746,7826491368805603054,33941,625,20.820753,14230.898808787,26.307249966999734
625,1,1,CLEAR,0,0.0,off,no_alert,,1315,0.01651267499983078,7826491368805603054,33942,626,20.855349,14230.932684311,26.34112549099882
626,1,1,CLEAR,0,0.0,off,no_alert,,1317,0.01037519200144743,7826491368805603054,33944,627,20.884824,14230.966857928,26.375299108000036
627,1,1,CLEAR,0,0.0,off,no_alert,,1319,0.004746447000798071,7826491368805603054,33946,628,20.917583,14231.001067634,26.40950881400022
628,1,1,CLEAR,0,0.0,off,no_alert,,1320,0.017754127000443987,7826491368805603054,33947,629,20.954874,14231.035033528,26.443474707999485
629,1,1,CLEAR,0,0.0,off,no_alert,,1322,0.012887947999843163,7826491368805603054,33949,,,14231.07420965,26.482651315000112
