dataset_role,source,session,normalization_mode,threshold,reference_x_m,reference_z_m,reference_ground_distance_m,reference_raw_ground_distance_m,detected_observations,stable_inlier_observations,stable_inlier_accepted,stable_inlier_acceptance_rate,outlier_observations,outlier_rejected,outlier_rejection_rate,median_normalized_area,stable_acceptance_decision
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x-0.4mz1.0m_2_20260825_132526_688,raw_ground_distance,2000.0,-0.29543356170670837,0.9364831532489887,0.9819784548053385,1.073557966033425,628,628,627,0.9984076433121019,0,0,nan,2529.219857269027,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x-0.4mz1.0m_2_20260825_132526_688,raw_ground_distance,2503.678448310634,-0.29543356170670837,0.9364831532489887,0.9819784548053385,1.073557966033425,628,628,402,0.6401273885350318,0,0,nan,2529.219857269027,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x-0.4mz1.0m_3_20260825_132558_373,forward_z,1800.0,-0.2937665292845727,0.9364831532489887,0.9814782066083141,1.073557966033425,585,585,481,0.8222222222222222,0,0,nan,1916.2465214573838,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x-0.4mz1.0m_3_20260825_132558_373,forward_z,2000.0,-0.2937665292845727,0.9364831532489887,0.9814782066083141,1.073557966033425,585,585,5,0.008547008547008548,0,0,nan,1916.2465214573838,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x-0.4mz1.0m_3_20260825_132558_373,forward_z,2503.678448310634,-0.2937665292845727,0.9364831532489887,0.9814782066083141,1.073557966033425,585,585,0,0.0,0,0,nan,1916.2465214573838,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x-0.4mz1.0m_3_20260825_132558_373,calibrated_ground_distance,1800.0,-0.2937665292845727,0.9364831532489887,0.9814782066083141,1.073557966033425,585,585,500,0.8547008547008547,0,0,nan,2104.8093420528535,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x-0.4mz1.0m_3_20260825_132558_373,calibrated_ground_distance,2000.0,-0.2937665292845727,0.9364831532489887,0.9814782066083141,1.073557966033425,585,585,480,0.8205128205128205,0,0,nan,2104.8093420528535,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x-0.4mz1.0m_3_20260825_132558_373,calibrated_ground_distance,2503.678448310634,-0.2937665292845727,0.9364831532489887,0.9814782066083141,1.073557966033425,585,585,0,0.0,0,0,nan,2104.8093420528535,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x-0.4mz1.0m_3_20260825_132558_373,raw_ground_distance,1800.0,-0.2937665292845727,0.9364831532489887,0.9814782066083141,1.073557966033425,585,585,585,1.0,0,0,nan,2518.270853557906,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x-0.4mz1.0m_3_20260825_132558_373,raw_ground_distance,2000.0,-0.2937665292845727,0.9364831532489887,0.9814782066083141,1.073557966033425,585,585,584,0.9982905982905983,0,0,nan,2518.270853557906,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x-0.4mz1.0m_3_20260825_132558_373,raw_ground_distance,2503.678448310634,-0.2937665292845727,0.9364831532489887,0.9814782066083141,1.073557966033425,585,585,333,0.5692307692307692,0,0,nan,2518.270853557906,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.0mz1.0m_20260825_131915_200,forward_z,1800.0,0.004495866166963097,0.9406950928170035,0.9407058363072816,0.9414311136693381,530,530,530,1.0,0,0,nan,3007.3573151234937,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.0mz1.0m_20260825_131915_200,forward_z,2000.0,0.004495866166963097,0.9406950928170035,0.9407058363072816,0.9414311136693381,530,530,530,1.0,0,0,nan,3007.3573151234937,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.0mz1.0m_20260825_131915_200,forward_z,2503.678448310634,0.004495866166963097,0.9406950928170035,0.9407058363072816,0.9414311136693381,530,530,530,1.0,0,0,nan,3007.3573151234937,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.0mz1.0m_20260825_131915_200,calibrated_ground_distance,1800.0,0.004495866166963097,0.9406950928170035,0.9407058363072816,0.9414311136693381,530,530,530,1.0,0,0,nan,3007.426008367085,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.0mz1.0m_20260825_131915_200,calibrated_ground_distance,2000.0,0.004495866166963097,0.9406950928170035,0.9407058363072816,0.9414311136693381,530,530,530,1.0,0,0,nan,3007.426008367085,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.0mz1.0m_20260825_131915_200,calibrated_ground_distance,2503.678448310634,0.004495866166963097,0.9406950928170035,0.9407058363072816,0.9414311136693381,530,530,530,1.0,0,0,nan,3007.426008367085,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.0mz1.0m_20260825_131915_200,raw_ground_distance,1800.0,0.004495866166963097,0.9406950928170035,0.9407058363072816,0.9414311136693381,530,530,530,1.0,0,0,nan,3012.06520325527,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.0mz1.0m_20260825_131915_200,raw_ground_distance,2000.0,0.004495866166963097,0.9406950928170035,0.9407058363072816,0.9414311136693381,530,530,530,1.0,0,0,nan,3012.06520325527,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.0mz1.0m_20260825_131915_200,raw_ground_distance,2503.678448310634,0.004495866166963097,0.9406950928170035,0.9407058363072816,0.9414311136693381,530,530,530,1.0,0,0,nan,3012.06520325527,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_1_20260825_132647_844,forward_z,1800.0,0.33719423143175203,1.013593340173706,1.0682094405851974,1.136999807447433,587,587,587,1.0,0,0,nan,2193.951751216609,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_1_20260825_132647_844,forward_z,2000.0,0.33719423143175203,1.013593340173706,1.0682094405851974,1.136999807447433,587,587,587,1.0,0,0,nan,2193.951751216609,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_1_20260825_132647_844,forward_z,2503.678448310634,0.33719423143175203,1.013593340173706,1.0682094405851974,1.136999807447433,587,587,0,0.0,0,0,nan,2193.951751216609,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_1_20260825_132647_844,calibrated_ground_distance,1800.0,0.33719423143175203,1.013593340173706,1.0682094405851974,1.136999807447433,587,587,587,1.0,0,0,nan,2436.7579938241297,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_1_20260825_132647_844,calibrated_ground_distance,2000.0,0.33719423143175203,1.013593340173706,1.0682094405851974,1.136999807447433,587,587,587,1.0,0,0,nan,2436.7579938241297,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_1_20260825_132647_844,calibrated_ground_distance,2503.678448310634,0.33719423143175203,1.013593340173706,1.0682094405851974,1.136999807447433,587,587,6,0.010221465076660987,0,0,nan,2436.7579938241297,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_1_20260825_132647_844,raw_ground_distance,1800.0,0.33719423143175203,1.013593340173706,1.0682094405851974,1.136999807447433,587,587,587,1.0,0,0,nan,2760.7072644403597,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_1_20260825_132647_844,raw_ground_distance,2000.0,0.33719423143175203,1.013593340173706,1.0682094405851974,1.136999807447433,587,587,587,1.0,0,0,nan,2760.7072644403597,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_1_20260825_132647_844,raw_ground_distance,2503.678448310634,0.33719423143175203,1.013593340173706,1.0682094405851974,1.136999807447433,587,587,587,1.0,0,0,nan,2760.7072644403597,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_2_20260825_132716_503,forward_z,1800.0,0.3374488674948254,1.0149575053303734,1.0695842537173008,1.1383501287140587,556,556,556,1.0,0,0,nan,2198.316066094855,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_2_20260825_132716_503,forward_z,2000.0,0.3374488674948254,1.0149575053303734,1.0695842537173008,1.1383501287140587,556,556,556,1.0,0,0,nan,2198.316066094855,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_2_20260825_132716_503,forward_z,2503.678448310634,0.3374488674948254,1.0149575053303734,1.0695842537173008,1.1383501287140587,556,556,0,0.0,0,0,nan,2198.316066094855,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_2_20260825_132716_503,calibrated_ground_distance,1800.0,0.3374488674948254,1.0149575053303734,1.0695842537173008,1.1383501287140587,556,556,556,1.0,0,0,nan,2441.3183553571903,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_2_20260825_132716_503,calibrated_ground_distance,2000.0,0.3374488674948254,1.0149575053303734,1.0695842537173008,1.1383501287140587,556,556,556,1.0,0,0,nan,2441.3183553571903,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_2_20260825_132716_503,calibrated_ground_distance,2503.678448310634,0.3374488674948254,1.0149575053303734,1.0695842537173008,1.1383501287140587,556,556,6,0.01079136690647482,0,0,nan,2441.3183553571903,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_2_20260825_132716_503,raw_ground_distance,1800.0,0.3374488674948254,1.0149575053303734,1.0695842537173008,1.1383501287140587,556,556,556,1.0,0,0,nan,2765.324727169432,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_2_20260825_132716_503,raw_ground_distance,2000.0,0.3374488674948254,1.0149575053303734,1.0695842537173008,1.1383501287140587,556,556,556,1.0,0,0,nan,2765.324727169432,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_2_20260825_132716_503,raw_ground_distance,2503.678448310634,0.3374488674948254,1.0149575053303734,1.0695842537173008,1.1383501287140587,556,556,556,1.0,0,0,nan,2765.324727169432,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_3_20260825_132744_034,forward_z,1800.0,0.3373234076097658,1.0180271887152565,1.0724581289192379,1.1436940679271084,573,573,573,1.0,0,0,nan,2192.9787193347415,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_3_20260825_132744_034,forward_z,2000.0,0.3373234076097658,1.0180271887152565,1.0724581289192379,1.1436940679271084,573,573,573,1.0,0,0,nan,2192.9787193347415,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_3_20260825_132744_034,forward_z,2503.678448310634,0.3373234076097658,1.0180271887152565,1.0724581289192379,1.1436940679271084,573,573,0,0.0,0,0,nan,2192.9787193347415,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_3_20260825_132744_034,calibrated_ground_distance,1800.0,0.3373234076097658,1.0180271887152565,1.0724581289192379,1.1436940679271084,573,573,573,1.0,0,0,nan,2433.75218341096,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_3_20260825_132744_034,calibrated_ground_distance,2000.0,0.3373234076097658,1.0180271887152565,1.0724581289192379,1.1436940679271084,573,573,573,1.0,0,0,nan,2433.75218341096,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_3_20260825_132744_034,calibrated_ground_distance,2503.678448310634,0.3373234076097658,1.0180271887152565,1.0724581289192379,1.1436940679271084,573,573,3,0.005235602094240838,0,0,nan,2433.75218341096,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_3_20260825_132744_034,raw_ground_distance,1800.0,0.3373234076097658,1.0180271887152565,1.0724581289192379,1.1436940679271084,573,573,573,1.0,0,0,nan,2767.8044320606664,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_3_20260825_132744_034,raw_ground_distance,2000.0,0.3373234076097658,1.0180271887152565,1.0724581289192379,1.1436940679271084,573,573,573,1.0,0,0,nan,2767.8044320606664,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,x0.4mz1.0m_3_20260825_132744_034,raw_ground_distance,2503.678448310634,0.3373234076097658,1.0180271887152565,1.0724581289192379,1.1436940679271084,573,573,573,1.0,0,0,nan,2767.8044320606664,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz0.8m_syahei_20260825_132109_556,forward_z,1800.0,0.07339279145788741,0.7883092790499413,0.7917183977110922,0.7924084643460989,767,539,1,0.0018552875695732839,222,222,1.0,1339.8063559045295,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz0.8m_syahei_20260825_132109_556,forward_z,2000.0,0.07339279145788741,0.7883092790499413,0.7917183977110922,0.7924084643460989,767,539,0,0.0,222,222,1.0,1339.8063559045295,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz0.8m_syahei_20260825_132109_556,forward_z,2503.678448310634,0.07339279145788741,0.7883092790499413,0.7917183977110922,0.7924084643460989,767,539,0,0.0,222,222,1.0,1339.8063559045295,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz0.8m_syahei_20260825_132109_556,calibrated_ground_distance,1800.0,0.07339279145788741,0.7883092790499413,0.7917183977110922,0.7924084643460989,767,539,1,0.0018552875695732839,222,222,1.0,1351.4196538672165,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz0.8m_syahei_20260825_132109_556,calibrated_ground_distance,2000.0,0.07339279145788741,0.7883092790499413,0.7917183977110922,0.7924084643460989,767,539,0,0.0,222,222,1.0,1351.4196538672165,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz0.8m_syahei_20260825_132109_556,calibrated_ground_distance,2503.678448310634,0.07339279145788741,0.7883092790499413,0.7917183977110922,0.7924084643460989,767,539,0,0.0,222,222,1.0,1351.4196538672165,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz0.8m_syahei_20260825_132109_556,raw_ground_distance,1800.0,0.07339279145788741,0.7883092790499413,0.7917183977110922,0.7924084643460989,767,539,1,0.0018552875695732839,222,222,1.0,1353.7764919359909,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz0.8m_syahei_20260825_132109_556,raw_ground_distance,2000.0,0.07339279145788741,0.7883092790499413,0.7917183977110922,0.7924084643460989,767,539,0,0.0,222,222,1.0,1353.7764919359909,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz0.8m_syahei_20260825_132109_556,raw_ground_distance,2503.678448310634,0.07339279145788741,0.7883092790499413,0.7917183977110922,0.7924084643460989,767,539,0,0.0,222,222,1.0,1353.7764919359909,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz1.0m_syahei_20260825_132000_690,forward_z,1800.0,0.01266892533930853,0.9413717556005385,0.9414570005643874,0.9419827721699278,655,396,396,1.0,238,238,1.0,2756.0222327739884,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz1.0m_syahei_20260825_132000_690,forward_z,2000.0,0.01266892533930853,0.9413717556005385,0.9414570005643874,0.9419827721699278,655,396,396,1.0,238,238,1.0,2756.0222327739884,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz1.0m_syahei_20260825_132000_690,forward_z,2503.678448310634,0.01266892533930853,0.9413717556005385,0.9414570005643874,0.9419827721699278,655,396,381,0.9621212121212122,238,238,1.0,2756.0222327739884,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz1.0m_syahei_20260825_132000_690,calibrated_ground_distance,1800.0,0.01266892533930853,0.9413717556005385,0.9414570005643874,0.9419827721699278,655,396,396,1.0,238,238,1.0,2756.521392965365,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz1.0m_syahei_20260825_132000_690,calibrated_ground_distance,2000.0,0.01266892533930853,0.9413717556005385,0.9414570005643874,0.9419827721699278,655,396,396,1.0,238,238,1.0,2756.521392965365,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz1.0m_syahei_20260825_132000_690,calibrated_ground_distance,2503.678448310634,0.01266892533930853,0.9413717556005385,0.9414570005643874,0.9419827721699278,655,396,381,0.9621212121212122,238,238,1.0,2756.521392965365,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz1.0m_syahei_20260825_132000_690,raw_ground_distance,1800.0,0.01266892533930853,0.9413717556005385,0.9414570005643874,0.9419827721699278,655,396,396,1.0,238,238,1.0,2759.60109893197,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz1.0m_syahei_20260825_132000_690,raw_ground_distance,2000.0,0.01266892533930853,0.9413717556005385,0.9414570005643874,0.9419827721699278,655,396,396,1.0,238,238,1.0,2759.60109893197,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz1.0m_syahei_20260825_132000_690,raw_ground_distance,2503.678448310634,0.01266892533930853,0.9413717556005385,0.9414570005643874,0.9419827721699278,655,396,381,0.9621212121212122,238,238,1.0,2759.60109893197,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz1.3m_syahei_20260825_132301_275,forward_z,1800.0,0.04095759062010054,1.2087162441925854,1.2094099731705679,1.2096092329602346,506,383,383,1.0,85,85,1.0,3229.1641080745594,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz1.3m_syahei_20260825_132301_275,forward_z,2000.0,0.04095759062010054,1.2087162441925854,1.2094099731705679,1.2096092329602346,506,383,383,1.0,85,85,1.0,3229.1641080745594,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz1.3m_syahei_20260825_132301_275,forward_z,2503.678448310634,0.04095759062010054,1.2087162441925854,1.2094099731705679,1.2096092329602346,506,383,368,0.9608355091383812,85,85,1.0,3229.1641080745594,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz1.3m_syahei_20260825_132301_275,calibrated_ground_distance,1800.0,0.04095759062010054,1.2087162441925854,1.2094099731705679,1.2096092329602346,506,383,383,1.0,85,85,1.0,3232.8718560026,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz1.3m_syahei_20260825_132301_275,calibrated_ground_distance,2000.0,0.04095759062010054,1.2087162441925854,1.2094099731705679,1.2096092329602346,506,383,383,1.0,85,85,1.0,3232.8718560026,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz1.3m_syahei_20260825_132301_275,calibrated_ground_distance,2503.678448310634,0.04095759062010054,1.2087162441925854,1.2094099731705679,1.2096092329602346,506,383,369,0.9634464751958225,85,85,1.0,3232.8718560026,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz1.3m_syahei_20260825_132301_275,raw_ground_distance,1800.0,0.04095759062010054,1.2087162441925854,1.2094099731705679,1.2096092329602346,506,383,383,1.0,85,85,1.0,3233.937225806566,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz1.3m_syahei_20260825_132301_275,raw_ground_distance,2000.0,0.04095759062010054,1.2087162441925854,1.2094099731705679,1.2096092329602346,506,383,383,1.0,85,85,1.0,3233.937225806566,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,x0.0mz1.3m_syahei_20260825_132301_275,raw_ground_distance,2503.678448310634,0.04095759062010054,1.2087162441925854,1.2094099731705679,1.2096092329602346,506,383,369,0.9634464751958225,85,85,1.0,3233.937225806566,FAIL
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x-0.4mz1.0m_4_20260825_141800_161,forward_z,1800.0,-0.30050149964280043,0.9060618262106455,0.9545937273016945,1.0513203678381882,345,345,345,1.0,0,0,nan,1926.3545592377927,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x-0.4mz1.0m_4_20260825_141800_161,forward_z,2000.0,-0.30050149964280043,0.9060618262106455,0.9545937273016945,1.0513203678381882,345,345,0,0.0,0,0,nan,1926.3545592377927,FAIL
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x-0.4mz1.0m_4_20260825_141800_161,forward_z,2503.678448310634,-0.30050149964280043,0.9060618262106455,0.9545937273016945,1.0513203678381882,345,345,0,0.0,0,0,nan,1926.3545592377927,FAIL
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x-0.4mz1.0m_4_20260825_141800_161,calibrated_ground_distance,1800.0,-0.30050149964280043,0.9060618262106455,0.9545937273016945,1.0513203678381882,345,345,345,1.0,0,0,nan,2138.2462107340803,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x-0.4mz1.0m_4_20260825_141800_161,calibrated_ground_distance,2000.0,-0.30050149964280043,0.9060618262106455,0.9545937273016945,1.0513203678381882,345,345,345,1.0,0,0,nan,2138.2462107340803,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x-0.4mz1.0m_4_20260825_141800_161,calibrated_ground_distance,2503.678448310634,-0.30050149964280043,0.9060618262106455,0.9545937273016945,1.0513203678381882,345,345,0,0.0,0,0,nan,2138.2462107340803,FAIL
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x-0.4mz1.0m_4_20260825_141800_161,raw_ground_distance,1800.0,-0.30050149964280043,0.9060618262106455,0.9545937273016945,1.0513203678381882,345,345,345,1.0,0,0,nan,2593.5266513984348,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x-0.4mz1.0m_4_20260825_141800_161,raw_ground_distance,2000.0,-0.30050149964280043,0.9060618262106455,0.9545937273016945,1.0513203678381882,345,345,345,1.0,0,0,nan,2593.5266513984348,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x-0.4mz1.0m_4_20260825_141800_161,raw_ground_distance,2503.678448310634,-0.30050149964280043,0.9060618262106455,0.9545937273016945,1.0513203678381882,345,345,345,1.0,0,0,nan,2593.5266513984348,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x0.0mz0.8m_4_20260825_141625_493,forward_z,1800.0,0.01917609705638299,0.7462795491717091,0.7465258791296154,0.7472582218460434,382,382,382,1.0,0,0,nan,2519.287174193212,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x0.0mz0.8m_4_20260825_141625_493,forward_z,2000.0,0.01917609705638299,0.7462795491717091,0.7465258791296154,0.7472582218460434,382,382,382,1.0,0,0,nan,2519.287174193212,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x0.0mz0.8m_4_20260825_141625_493,forward_z,2503.678448310634,0.01917609705638299,0.7462795491717091,0.7465258791296154,0.7472582218460434,382,382,246,0.643979057591623,0,0,nan,2519.287174193212,FAIL
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x0.0mz0.8m_4_20260825_141625_493,calibrated_ground_distance,1800.0,0.01917609705638299,0.7462795491717091,0.7465258791296154,0.7472582218460434,382,382,382,1.0,0,0,nan,2520.950567819044,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x0.0mz0.8m_4_20260825_141625_493,calibrated_ground_distance,2000.0,0.01917609705638299,0.7462795491717091,0.7465258791296154,0.7472582218460434,382,382,382,1.0,0,0,nan,2520.950567819044,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x0.0mz0.8m_4_20260825_141625_493,calibrated_ground_distance,2503.678448310634,0.01917609705638299,0.7462795491717091,0.7465258791296154,0.7472582218460434,382,382,246,0.643979057591623,0,0,nan,2520.950567819044,FAIL
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x0.0mz0.8m_4_20260825_141625_493,raw_ground_distance,1800.0,0.01917609705638299,0.7462795491717091,0.7465258791296154,0.7472582218460434,382,382,382,1.0,0,0,nan,2525.8991045020357,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x0.0mz0.8m_4_20260825_141625_493,raw_ground_distance,2000.0,0.01917609705638299,0.7462795491717091,0.7465258791296154,0.7472582218460434,382,382,382,1.0,0,0,nan,2525.8991045020357,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x0.0mz0.8m_4_20260825_141625_493,raw_ground_distance,2503.678448310634,0.01917609705638299,0.7462795491717091,0.7465258791296154,0.7472582218460434,382,382,261,0.6832460732984293,0,0,nan,2525.8991045020357,FAIL
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x0.0mz0.8m_4_kyuubasyo_20260825_141945_844,forward_z,1800.0,0.0040021210298338515,0.7373432840422617,0.7373541452348151,0.7380134181213152,313,313,313,1.0,0,0,nan,2663.192568081131,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x0.0mz0.8m_4_kyuubasyo_20260825_141945_844,forward_z,2000.0,0.0040021210298338515,0.7373432840422617,0.7373541452348151,0.7380134181213152,313,313,313,1.0,0,0,nan,2663.192568081131,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x0.0mz0.8m_4_kyuubasyo_20260825_141945_844,forward_z,2503.678448310634,0.0040021210298338515,0.7373432840422617,0.7373541452348151,0.7380134181213152,313,313,313,1.0,0,0,nan,2663.192568081131,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x0.0mz0.8m_4_kyuubasyo_20260825_141945_844,calibrated_ground_distance,1800.0,0.0040021210298338515,0.7373432840422617,0.7373541452348151,0.7380134181213152,313,313,313,1.0,0,0,nan,2663.271027222085,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x0.0mz0.8m_4_kyuubasyo_20260825_141945_844,calibrated_ground_distance,2000.0,0.0040021210298338515,0.7373432840422617,0.7373541452348151,0.7380134181213152,313,313,313,1.0,0,0,nan,2663.271027222085,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x0.0mz0.8m_4_kyuubasyo_20260825_141945_844,calibrated_ground_distance,2503.678448310634,0.0040021210298338515,0.7373432840422617,0.7373541452348151,0.7380134181213152,313,313,313,1.0,0,0,nan,2663.271027222085,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x0.0mz0.8m_4_kyuubasyo_20260825_141945_844,raw_ground_distance,1800.0,0.0040021210298338515,0.7373432840422617,0.7373541452348151,0.7380134181213152,313,313,313,1.0,0,0,nan,2668.035650394834,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,x0.0mz0.8m_4_kyuubasyo_20260825_141945_844,raw_ground_distance,2000.0,0.0040021210298338515,0.7373432840422617,0.7373541452348151,0.7380134181213152,313,313,313,1.0,0,0,nan,2668.035650394834,PASS
