process_accel_std_mps2,ttc_deadband_mps,experiment_label,source,motion,nominal_speed_mps,frames,track_frames,motion_frames,stable_response_delay_sec,steady_speed_mae_mps,ttc_active_rate,false_ttc_rate
6.0,0.05,approach_center_v0p20_r01,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r01_20260818_173859_761,approach,0.2,362,362,126,0.5172340000000002,0.03795440978327826,0.8174603174603174,nan
6.0,0.05,approach_center_v0p20_r02,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r02_20260818_173929_852,approach,0.2,369,369,140,0.03345399999999987,0.057182786788457396,0.7928571428571428,nan
6.0,0.05,approach_center_v0p20_r03,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r03_20260818_173959_164,approach,0.2,346,346,138,0.12222600000000039,0.048488848395994086,0.7971014492753623,nan
6.0,0.05,hakonasi2,/home/robo25/Downloads/recoding/202608261630.tar.xz::hakonasi2_20260826_161833_613,static,,623,0,0,nan,nan,nan,0.0
6.0,0.05,timing_hakonasi_other_floor,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_hakonasi_other_floor_20260826_162320_203,static,,675,0,0,nan,nan,nan,0.0
6.0,0.05,timing_x0.0mz1.2m,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_x0.0mz1.2m_20260826_162000_354,static,,646,646,0,nan,nan,nan,0.0
6.0,0.05,timing_x0.0mz1.2m_shahei,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_x0.0mz1.2m_shahei_20260826_162058_939,static,,835,578,0,nan,nan,nan,0.0
6.0,0.07,approach_center_v0p10_r01,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p10_r01_20260901_142324_230,approach,0.1,615,606,282,1.4580669999999998,0.01685176003106741,0.5212765957446809,nan
6.0,0.07,approach_center_v0p10_r02,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p10_r02_20260901_142401_291,approach,0.1,536,536,282,1.9995659999999997,0.01932180553056626,0.549645390070922,nan
6.0,0.07,approach_center_v0p10_r03,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p10_r03_20260901_142434_429,approach,0.1,517,430,276,1.3593510000000002,0.02223526636248416,0.5108695652173914,nan
6.0,0.07,approach_center_v0p20_r01,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r01_20260901_143052_426,approach,0.2,425,261,124,0.5989390000000006,0.021461743903794458,0.9032258064516129,nan
6.0,0.07,approach_center_v0p20_r02,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r02_20260901_143130_004,approach,0.2,416,249,122,0.43571300000000024,0.01668611945924295,0.9344262295081968,nan
6.0,0.07,approach_center_v0p20_r03,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r03_20260901_143206_639,approach,0.2,402,233,132,0.4701719999999998,0.015323148108812802,0.8787878787878788,nan
6.0,0.07,approach_center_v0p20_r04,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r04_20260901_143249_502,approach,0.2,358,243,124,0.15496199999999982,0.0223137628813972,0.9112903225806451,nan
6.0,0.07,retreat_center_v0p10_r01,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r01_20260901_142527_026,retreat,0.1,574,574,274,1.9651419999999993,0.011388247155064425,0.0,0.0
6.0,0.07,retreat_center_v0p10_r02,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r02_20260901_142605_934,retreat,0.1,687,687,302,1.996804,0.010195063959372358,0.0,0.0
6.0,0.07,retreat_center_v0p10_r03,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r03_20260901_142643_149,retreat,0.1,641,641,278,3.0925969999999996,0.010207101284699826,0.0,0.0
6.0,0.07,approach_center_v0p10_r01,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r01_20260818_172025_635,approach,0.1,393,393,140,0.03996300000000019,0.014904958604080858,0.6142857142857143,nan
6.0,0.07,approach_center_v0p10_r02,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r02_20260818_172100_667,approach,0.1,362,346,140,1.0359639999999999,0.01910127334130161,0.39285714285714285,nan
6.0,0.07,approach_center_v0p10_r03,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r03_20260818_172131_591,approach,0.1,338,338,142,1.0373590000000004,0.011653823162372972,0.676056338028169,nan
6.0,0.07,retreat_center_v0p10_r01,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r01_20260818_172222_468,retreat,0.1,338,338,144,1.8789809999999996,0.016583492944385585,0.0,0.0
6.0,0.07,retreat_center_v0p10_r02,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r02_20260818_172256_256,retreat,0.1,312,312,138,1.7185870000000003,0.0156537780812473,0.0,0.0
6.0,0.07,retreat_center_v0p10_r03,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r03_20260818_172320_984,retreat,0.1,311,311,132,1.2792160000000004,0.015567496366891477,0.0,0.0
6.0,0.07,approach_center_v0p20_r01,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r01_20260818_173859_761,approach,0.2,362,362,126,0.5573889999999997,0.03765493938354018,0.8015873015873016,nan
6.0,0.07,approach_center_v0p20_r02,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r02_20260818_173929_852,approach,0.2,369,369,140,0.07188499999999998,0.05701451374802967,0.75,nan
6.0,0.07,approach_center_v0p20_r03,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r03_20260818_173959_164,approach,0.2,346,346,138,0.16051600000000033,0.04844523656151844,0.7753623188405797,nan
6.0,0.07,hakonasi2,/home/robo25/Downloads/recoding/202608261630.tar.xz::hakonasi2_20260826_161833_613,static,,623,0,0,nan,nan,nan,0.0
6.0,0.07,timing_hakonasi_other_floor,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_hakonasi_other_floor_20260826_162320_203,static,,675,0,0,nan,nan,nan,0.0
6.0,0.07,timing_x0.0mz1.2m,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_x0.0mz1.2m_20260826_162000_354,static,,646,646,0,nan,nan,nan,0.0
6.0,0.07,timing_x0.0mz1.2m_shahei,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_x0.0mz1.2m_shahei_20260826_162058_939,static,,835,578,0,nan,nan,nan,0.0
