topic,bag_time_jst,header_time_jst,sequence,linear_x_mps,risk_level,active,output_mode,action,output_active,requested_magnitude,applied_magnitude,fault,reason
/collision/ffb_command,2026-09-17T16:10:07.297+09:00,2026-09-17T16:10:07.317+09:00,4740,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.322+09:00,2026-09-17T16:10:07.341+09:00,4741,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.352+09:00,2026-09-17T16:10:07.372+09:00,4742,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.400+09:00,2026-09-17T16:10:07.420+09:00,4743,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.421+09:00,2026-09-17T16:10:07.440+09:00,4744,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.465+09:00,2026-09-17T16:10:07.479+09:00,4745,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.494+09:00,2026-09-17T16:10:07.513+09:00,4746,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.517+09:00,2026-09-17T16:10:07.538+09:00,4747,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.562+09:00,2026-09-17T16:10:07.579+09:00,4748,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.592+09:00,2026-09-17T16:10:07.613+09:00,4749,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.622+09:00,2026-09-17T16:10:07.642+09:00,4750,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.654+09:00,2026-09-17T16:10:07.674+09:00,4751,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.685+09:00,2026-09-17T16:10:07.706+09:00,4752,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.720+09:00,2026-09-17T16:10:07.741+09:00,4753,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.757+09:00,2026-09-17T16:10:07.776+09:00,4754,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.784+09:00,2026-09-17T16:10:07.805+09:00,4755,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.818+09:00,2026-09-17T16:10:07.839+09:00,4756,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.852+09:00,2026-09-17T16:10:07.873+09:00,4757,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.885+09:00,2026-09-17T16:10:07.906+09:00,4758,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.920+09:00,2026-09-17T16:10:07.940+09:00,4759,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.957+09:00,2026-09-17T16:10:07.977+09:00,4760,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.989+09:00,2026-09-17T16:10:08.006+09:00,4761,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.020+09:00,2026-09-17T16:10:08.040+09:00,4762,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.053+09:00,2026-09-17T16:10:08.073+09:00,4763,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.088+09:00,2026-09-17T16:10:08.107+09:00,4764,,0,False,,,,0.0,,,no_alert
