collision_ffb_sequence,collision_ffb_publish_enabled,collision_ffb_publish_success,collision_ffb_risk_level,collision_ffb_active,collision_ffb_requested_magnitude,collision_ffb_pattern,collision_ffb_reason,collision_ffb_publish_error,source_frame,source_time_sec,send_monotonic_sec,elapsed_sec
216,1,1,CLEAR,0,0.0,off,cadence_complete,,217,7.224278,5742.613295724,12.439371302999461
217,1,1,CLEAR,0,0.0,off,cadence_complete,,218,7.255834,5742.647654134,12.473729712999557
218,1,1,CLEAR,0,0.0,off,cadence_complete,,219,7.289135,5742.681916092,12.507991671000127
219,1,1,CLEAR,0,0.0,off,cadence_complete,,220,7.324037,5742.71620899,12.542284569000003
220,1,1,CLEAR,0,0.0,off,cadence_complete,,221,7.356094,5742.750542054,12.576617632999842
221,1,1,CLEAR,0,0.0,off,cadence_complete,,222,7.388182,5742.784699042,12.610774621000019
222,1,1,CLEAR,0,0.0,off,cadence_complete,,223,7.423766,5742.81887486,12.64495043899933
223,1,1,CLEAR,0,0.0,off,cadence_complete,,224,7.457796,5742.852686577,12.67876215599972
224,1,1,CLEAR,0,0.0,off,cadence_complete,,225,7.488796,5742.886634819,12.712710398000127
225,1,1,CLEAR,0,0.0,off,cadence_complete,,226,7.524281,5742.920684039,12.746759617999487
226,1,1,CLEAR,0,0.0,off,cadence_complete,,227,7.556057,5742.954862254,12.78093783299937
227,1,1,CLEAR,0,0.0,off,cadence_complete,,228,7.588305,5742.988751777,12.814827356000023
228,1,1,CLEAR,0,0.0,off,cadence_complete,,229,7.624179,5743.022581335,12.848656913999548
229,1,1,CLEAR,0,0.0,off,cadence_complete,,230,7.657329,5743.056792276,12.882867854999859
230,1,1,CLEAR,0,0.0,off,cadence_complete,,231,7.688656,5743.091143887,12.917219465999551
231,1,1,CLEAR,0,0.0,off,cadence_complete,,232,7.724355,5743.125178551,12.951254130000052
232,1,1,CLEAR,0,0.0,off,cadence_complete,,233,7.756814,5743.159362172,12.985437751000063
233,1,1,CLEAR,0,0.0,off,cadence_complete,,234,7.788713,5743.193713315,13.019788894000158
234,1,1,CLEAR,0,0.0,off,cadence_complete,,235,7.824458,5743.228066606,13.054142184999364
235,1,1,CLEAR,0,0.0,off,cadence_complete,,236,7.856084,5743.262524109,13.088599687999704
236,1,1,CLEAR,0,0.0,off,cadence_complete,,237,7.889596,5743.296771099,13.122846677999405
237,1,1,CLEAR,0,0.0,off,cadence_complete,,238,7.923859,5743.330862935,13.156938514000103
238,1,1,CLEAR,0,0.0,off,cadence_complete,,239,7.954823,5743.364726561,13.190802139999505
239,1,1,CLEAR,0,0.0,off,cadence_complete,,240,7.989125,5743.398714527,13.224790106
240,1,1,CLEAR,0,0.0,off,cadence_complete,,241,8.024742,5743.432654088,13.258729666999898
241,1,1,CLEAR,0,0.0,off,cadence_complete,,242,8.055173,5743.46650197,13.292577548999361
242,1,1,CLEAR,0,0.0,off,cadence_complete,,243,8.090082,5743.500385326,13.326460904999294
243,1,1,CLEAR,0,0.0,off,cadence_complete,,244,8.12415,5743.5342871,13.36036267899999
244,1,1,CLEAR,0,0.0,off,cadence_complete,,245,8.156954,5743.568118319,13.394193897999685
245,1,1,CLEAR,0,0.0,off,cadence_complete,,246,8.188537,5743.602200749,13.42827632799981
246,1,1,CLEAR,0,0.0,off,cadence_complete,,247,8.225442,5743.636264537,13.462340115999723
247,1,1,CLEAR,0,0.0,off,cadence_complete,,248,8.255255,5743.670162783,13.49623836199953
248,1,1,CLEAR,0,0.0,off,cadence_complete,,249,8.288878,5743.704362243,13.53043782199984
249,1,1,CLEAR,0,0.0,off,cadence_complete,,250,8.325519,5743.738566306,13.564641885000128
250,1,1,CLEAR,0,0.0,off,cadence_complete,,251,8.355873,5743.77281534,13.598890919000041
251,1,1,CLEAR,0,0.0,off,cadence_complete,,252,8.388323,5743.807159557,13.633235135999712
252,1,1,CLEAR,0,0.0,off,cadence_complete,,253,8.425448,5743.8414337,13.667509279000114
253,1,1,CLEAR,0,0.0,off,cadence_complete,,254,8.455661,5743.875671065,13.701746643999286
254,1,1,CLEAR,0,0.0,off,cadence_complete,,255,8.488901,5743.90974911,13.735824688999855
255,1,1,CLEAR,0,0.0,off,cadence_complete,,256,8.524384,5743.943612814,13.769688392999342
256,1,1,CLEAR,0,0.0,off,cadence_complete,,257,8.556654,5743.977352941,13.803428520000125
257,1,1,CLEAR,0,0.0,off,cadence_complete,,258,8.589152,5744.011180577,13.837256155999967
258,1,1,CLEAR,0,0.0,off,cadence_complete,,259,8.624637,5744.045189052,13.871264630999576
259,1,1,CLEAR,0,0.0,off,cadence_complete,,260,8.657177,5744.079132344,13.90520792299958
260,1,1,CLEAR,0,0.0,off,cadence_complete,,261,8.688324,5744.113416899,13.93949247799992
261,1,1,CLEAR,0,0.0,off,cadence_complete,,262,8.724322,5744.147600766,13.973676345000058
262,1,1,CLEAR,0,0.0,off,cadence_complete,,263,8.756255,5744.18168345,14.007759028999317
263,1,1,CLEAR,0,0.0,off,cadence_complete,,264,8.787887,5744.216117447,14.04219302599995
264,1,1,CLEAR,0,0.0,off,cadence_complete,,265,8.825355,5744.250342945,14.076418523999564
265,1,1,CLEAR,0,0.0,off,cadence_complete,,266,8.856396,5744.284659085,14.11073466400012
266,1,1,CLEAR,0,0.0,off,cadence_complete,,267,8.888218,5744.31899467,14.145070249000128
267,1,1,CLEAR,0,0.0,off,cadence_complete,,268,8.9248,5744.353236222,14.17931180100004
268,1,1,CLEAR,0,0.0,off,cadence_complete,,269,8.956594,5744.387553899,14.213629477999348
269,1,1,CLEAR,0,0.0,off,cadence_complete,,270,8.98858,5744.421660913,14.247736491999603
270,1,1,CLEAR,0,0.0,off,cadence_complete,,271,9.024399,5744.455697824,14.281773402999534
271,1,1,CLEAR,0,0.0,off,cadence_complete,,272,9.056393,5744.489449058,14.315524636999726
